,Data,Algorithm,N_cluster,min_pts,DCSI,Balance,ARI,NMI,Noise,Categorical,ARI_DB,NMI_DB
0,adult5,GroundTruth,2,11.0,2.6705556227051503e-06,0.663467600903439,1.0,1.0,0.0,None,0.0015699158260601372,0.00031001764340344017
1,adult5,GroundTruth_DB,2,11.0,0.9675933209146912,0.7083333333333333,0.0015699158260601372,0.00031001764340344017,0.991,None,1.0,1.0
2,adult5,Scalable,2,,0.0030980589016934754,0.9748348220743487,-0.0067563395794405295,0.009788573830304641,0.0,None,0.000979799032445865,0.017212382450083035
3,adult5,FairDen,2,,0.043598913540216805,0.8604721788196744,0.04645092646573854,0.013639189366204053,0.0005,None,-0.008829004096698422,0.010464625097767851
4,adult5,FairSC_normalized,2,,3.6576969661268906e-06,0.48509468624238195,0.2737838049811024,0.14066470088164687,0.0,None,-0.012005207313646668,0.008098993161764606
5,adult5,FairSC,2,,9.68253623267263e-06,0.4041496038138806,0.22781694805101238,0.10430508140978348,0.0,None,-0.01301337807979042,0.007234782332982803
6,adult5,Fairlet_MCF Fairlet,2,,2.171981326577884e-06,0.9992711161717907,-0.007209583889850156,0.0008879747336214728,0.0,None,-0.012256161774871977,0.0023472861534551944
7,adult5,Scalable,3,,0.010175567362497442,0.9132429531906322,0.05604697903171255,0.04528997074595069,0.0,None,-0.0008367259357022417,0.016299767567770036
8,adult5,FairDen,3,,0.17362376893701417,0.8017524450697735,0.038519729637229175,0.016104346782542793,0.0005,None,-0.005274008540363977,0.012140653761351192
9,adult5,FairSC_normalized,3,,0.05664544820592192,0.20487897677602251,0.04791457654769297,0.0644162304130228,0.0,None,0.0021218687045641174,0.008601510453481415
10,adult5,FairSC,3,,0.04350663008952388,0.22866666666666666,0.063960066943642,0.07208624735247754,0.0,None,0.003151362214143503,0.014052127518166037
11,adult5,Fairlet_MCF Fairlet,3,,0.0,0.887588869153844,-0.011703131343220078,0.0021344433782611453,0.0,None,0.0115165403489097,0.004681331187697547
12,adult5,Scalable,4,,0.11636908078885067,0.9094790086855205,5.266910756051823e-05,0.015089033473546112,0.0,None,-0.0019689661168089127,0.015097186041328543
13,adult5,FairDen,4,,0.15748069906923057,0.7302821382467101,0.044535837695541744,0.017778596685816436,0.002,None,-0.006840236946232083,0.010636002311531789
14,adult5,FairSC_normalized,4,,0.09474011375436192,0.20857047163136405,0.03210173325414041,0.05470638545052612,0.0,None,0.0017613190291593445,0.012094505422356966
15,adult5,FairSC,4,,0.08055041709794475,0.3795046706090203,0.03178075727954593,0.06499081848972736,0.0,None,0.00364149739440198,0.013659140246311827
16,adult5,Fairlet_MCF Fairlet,4,,0.0,0.8979351480069627,-0.007883749527986315,0.0014420502218506846,0.0,None,0.008331979283408153,0.0072183065838127445
17,adult5,Scalable,5,,0.027501866071187847,0.8746510428897334,0.0006272907613363091,0.0541039563344144,0.0,None,-0.0002693426060631565,0.017007575845068835
18,adult5,FairDen,5,,0.14783035440383818,0.7858104536969034,0.026452251636643817,0.0139425727100613,0.002,None,-0.004627717712194638,0.012261451254789247
19,adult5,FairSC_normalized,5,,0.18469086728543913,0.25234919720004345,0.03331427549241698,0.06561353954125901,0.0,None,-0.0016227998876753387,0.010163772958111428
20,adult5,FairSC,5,,0.11432849809145212,0.14410454654689706,0.012327808626753752,0.06762193313314184,0.0,None,-0.0017272810470038203,0.00860852668979731
21,adult5,Fairlet_MCF Fairlet,5,,0.0,0.9079132954931568,0.029832653814695385,0.012180707213768963,0.0,None,0.012113630239229529,0.009605627332130986
22,adult5,Scalable,6,,0.24682581239776588,0.8173857814571223,0.04865393915177366,0.0694200407494176,0.0,None,-0.0008144802164392978,0.012743213995405832
23,adult5,FairDen,6,,0.17633343076381824,0.8089494995497651,0.01216744957648272,0.012386775727883265,0.002,None,0.0003874946608574355,0.017231784667656774
24,adult5,FairSC_normalized,6,,0.19794331085894398,0.15127614783063922,0.012500596151971296,0.05307920194571841,0.0,None,0.0010172045543030092,0.01348875124919832
25,adult5,FairSC,6,,0.11764870481331081,0.22366877525501572,0.02612425899565633,0.058194566045482295,0.0,None,-0.0008622099285153584,0.013891506555607528
26,adult5,Fairlet_MCF Fairlet,6,,0.0,0.9224327097757546,-0.015546226755692808,0.006517306482967109,0.0,None,0.00040050422229976484,0.003927180864503788
27,adult5,Scalable,7,,0.19887848718091225,0.8589717708766171,0.020600934250319794,0.06454577522245121,0.0,None,0.0013643551452077048,0.01940409442474299
28,adult5,FairDen,7,,0.204373376256868,0.8012926443574894,0.014847761225649847,0.011533444783646579,0.002,None,0.004641732831347584,0.023908524588283686
29,adult5,FairSC_normalized,7,,0.16247073546972648,0.1583318730649897,0.016815284337546303,0.044043921717682344,0.0,None,-2.7453749734242036e-06,0.011356927238235412
30,adult5,FairSC,7,,0.23127977193312235,0.08510193858347824,0.010283047999440593,0.05760811635240472,0.0,None,-0.0009626858862931361,0.011720100350795981
31,adult5,Fairlet_MCF Fairlet,7,,0.0,0.9191843190849218,-0.028239276031436247,0.013803434076638695,0.0,None,-0.006159745626775344,0.004249988486321782
32,adult5,Scalable,8,,0.2811046613441277,0.8509252484620352,0.01386499983569279,0.05701560696536971,0.0,None,-0.000701481920101112,0.016065158967185727
33,adult5,FairDen,8,,0.1847781984447398,0.779358722388824,0.017994559980657267,0.012569216107291226,0.002,None,0.0044742216631885965,0.023032986386185995
