,Setting,Degree,Algorithm,min_pts,Balance_gender,Balance_race,Balance_marital_status,Balance_Mixed,Cluster_0,Cluster_1,Balances_per_Cluster_gender,Balances_per_Cluster_race,Balances_per_Cluster_marital_status,Balances_per_Cluster_Mixed,Balances_per_Group_per_Cluster_gender,Balances_per_Group_per_Cluster_race,Balances_per_Group_per_Cluster_marital_status,Balances_per_Group_per_Cluster_Mixed,Cluster_-1
0,G&R,2,GroundTruth,5,0.6223781818178138,0.6648796637498406,0.35803633410612073,0.2766644399910933,1497,491.0,"[0.837281236263049, 0.4074751273725786]","[0.8534205231388331, 0.47633880436084813]","[0.7160726682122415, 0]","[0.5533288799821866, 0]","{np.int64(0): [0.837281236263049, 0.9106769584200216], np.int64(1): [0.4074751273725786, 0.7859563925609734]}","{np.int64(0): [0.8853262079714986, 0.8778234434971638, 0.855279827110813, 0.8534205231388331, 0.9853324083465628], np.int64(1): [0.7409456740442656, 0.7285965794768612, 0.48410519791020984, 0.47633880436084813, 0.9571945246137459]}","{np.int64(0): [0.8253604597014401, 0.7160726682122415, 0.7530181086519114, 0.7887662883888321, 0.824057552864356, 0.8924659065504136], np.int64(1): [0.3548818980696359, 0.5360032535639369, 0, 0.1835018639606484, 0.34904136526441465, 0.6326374745417515]}","{np.int64(0): [0.8853262079714986, 0.7973132915137886, 0.7826644908823017, 0.9959919839679358, 0.8785211267605635, 0.663994655978624, 0.7257616007208215, 0.7530181086519114, 0.7530181086519114, 0.8068051164127623, 0.770530157690328, 0.8853262079714986, 0.7804005853301629, 0.7530181086519114, 0.7530181086519115, 0.7530181086519114, 0.8068051164127622, 0.8299933199732799, 0.8688670484445132, 0.5691382765531061, 0.5533288799821866, 0.9169450011133378, 0.7530181086519114, 0.6998862590044954, 0.7530181086519114, 0.9412726358148893, 0.9789235412474849, 0.8068051164127622, 0.7530181086519114, 0.7846984821550663, 0.7530181086519114, 0.9412726358148894, 0.7082609663771989], np.int64(1): [0.7409456740442656, 0.22493776872595608, 0.15336666049497005, 0.9879275653923543, 0.5784114052953157, 0.49396378269617713, 0.5446267347675798, 0, 0, 0.2699253224711473, 0.09201999629698203, 0.7409456740442656, 0.14206595919534068, 0, 0, 0, 0.2699253224711473, 0.6586183769282361, 0.5398506449422946, 0.432218309859155, 0.42339752802529457, 0.7979414951245937, 0, 0.52219028456453, 0, 0.8097759674134419, 0.9343568854770483, 0.2699253224711473, 0, 0.16346409280085009, 0, 0.8097759674134419, 0.5292469100316183]}",
1,G&R,2,DBSCAN,5,0.4984464008285862,0.49844640082858616,0.49816571252873393,0.49733775341068465,1925,,"[0.9968928016571724, 0]","[0.9968928016571723, 0]","[0.9963314250574679, 0]","[0.9946755068213693, 0]","{np.int64(0): [0.9968928016571724, 0.998522454644592], np.int64(1): [0, 0.6784049715173486]}","{np.int64(0): [0.9968928016571724, 0.9968928016571723, 0.9968928016571724, 0.9968928016571723, 0.9994998751248753], np.int64(1): [0, 0, 0, 0, 0.861729673744174]}","{np.int64(0): [0.9968928016571725, 0.9963314250574679, 0.9968928016571724, 0.9968928016571724, 0.9968928016571724, 0.9968928016571724], np.int64(1): [0, 0.4593474883480062, 0, 0, 0, 0]}","{np.int64(0): [0.9968928016571724, 0.9968928016571725, 0.9968928016571724, 0.9968928016571724, 0.9968928016571724, 0.9968928016571724, 0.9968928016571725, 0.9968928016571724, 0.9968928016571724, 0.9968928016571725, 0.9968928016571724, 0.9968928016571724, 0.9968928016571723, 0.9968928016571724, 0.9968928016571723, 0.9968928016571724, 0.9968928016571724, 0.9968928016571724, 0.9968928016571724, 0.9968928016571724, 0.9968928016571724, 0.9968928016571725, 0.9968928016571724, 0.9946755068213693, 0.9968928016571724, 0.9968928016571724, 0.9968928016571724, 0.9968928016571725, 0.9968928016571724, 0.9968928016571724, 0.9968928016571724, 0.9968928016571724, 0.9968928016571725], np.int64(1): [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.36923873640600724, 0, 0, 0, 0, 0, 0, 0, 0, 0]}",57.0
2,G&R,2,FairDen_v1,15,0.99555738763429,0.8237426549567195,0.498187432867884,0.24561403508771928,1349,639.0,"[0.9971495640509725, 0.9939652112176074]","[0.8668730650154798, 0.7806122448979592]","[0.506578947368421, 0.4897959183673469]","[0.49122807017543857, 0]","{np.int32(0): [0.9971495640509725, 0.998686142669449], np.int32(1): [0.9939652112176074, 0.9972339733159779]}","{np.int32(0): [0.9824561403508771, 0.9099025974025974, 0.983127109111361, 0.8668730650154798, 0.9962208498479123], np.int32(1): [0.9642857142857143, 0.7909604519774011, 0.963768115942029, 0.7806122448979592, 0.9920849420849421]}","{np.int32(0): [0.9622679580306699, 0.9391124871001031, 0.9801587301587302, 0.9030016675931072, 0.9370748299319728, 0.506578947368421], np.int32(1): [0.9172200088534751, 0.8861003861003862, 0.9572649572649572, 0.7732293697205979, 0.8582375478927203, 0.4897959183673469]}","{np.int32(0): [0.6785714285714286, 0.9005847953216375, 0.9736024844720499, 0.9047619047619049, 0.9500000000000001, 0.7368421052631579, 0.8225214198286414, 0.7916666666666667, 0.6785714285714286, 0.8482142857142857, 0.9047619047619048, 0.9824561403508772, 0.8891625615763548, 0.7368421052631579, 0.961309523809524, 0.7368421052631579, 0.4912280701754386, 0.9210526315789472, 0.9253246753246753, 0.8421052631578947, 0.9824561403508772, 0.9824561403508771, 0.4912280701754386, 0.9519203413940256, 0.736842105263158, 0.8842105263157894, 0.8821428571428572, 0.9253246753246753, 0.8142857142857143, 0.9142259414225942, 0.9047619047619049, 0.8482142857142858, 0.49122807017543857], np.int32(1): [0, 0.826530612244898, 0.9427609427609427, 0.7777777777777777, 0.8888888888888888, 0.6428571428571429, 0.7274436090225564, 0.4444444444444444, 0, 0.6222222222222222, 0.7777777777777778, 0.9642857142857142, 0.7368421052631579, 0.6428571428571429, 0.9150326797385621, 0.6428571428571429, 0.48214285714285715, 0.8571428571428572, 0.8296296296296297, 0.75, 0.9642857142857142, 0.9642857142857143, 0.4821428571428571, 0.9078516902944385, 0.6428571428571428, 0.8035714285714286, 0.717948717948718, 0.8296296296296297, 0.5185185185185186, 0.8019323671497584, 0.7777777777777777, 0.6222222222222222, 0.48214285714285715]}",
