Setting,Degree,Algorithm,min_pts,Balance_gender,Balance_race,Balance_marital_status,Balance_Mixed,Cluster_0,Cluster_1,Cluster_2
M&R,5,GroundTruth,5,0.6045269680308678,0.49742321170892595,0.49742321170892595,-1,149,4826,
M&R,5,DBSCAN,5,0.6045269680308678,0.49742321170892595,0.49742321170892595,-1,149,4826,
M&R,5,FairDen_v1,15,0.8286751005784504,0.5234791930369478,0.2790576877344203,-1,58,2508,450.0
