Setting,Degree,Algorithm,min_pts,Balance_gender,Balance_race,Balance_marital_status,Balance_Mixed,Cluster_0,Cluster_1,Cluster_2
M,5,GroundTruth,7,0.6631271967603112,0.4913295675413023,0.4949779027721976,-1,22,4928,
M,5,DBSCAN,7,0.6631271967603112,0.4913295675413023,0.4949779027721976,-1,22,4928,
M,5,FairDen_v1,15,0.7684845337607309,0.5872942145508595,0.3430353053141508,-1,58,1177,522.0
