minPts,epsilon,n_clusters,DCSI,Balance,Noise%
10,3.75,2,0.97,0.4924,0.0
15,0.01,0,0.0,0.0,100.0
15,0.05,0,0.0,0.0,100.0
15,0.1,0,0.0,0.0,100.0
15,0.2,18,0.9205,0.2458,82.66
15,0.3,16,0.9089,0.271,57.72
15,0.4,4,0.543,0.2458,18.74
15,0.5,1,0.0,1.0,9.36
15,0.6,2,0.9815,0.4968,4.88
15,0.7,2,0.9815,0.4951,2.68
15,0.8,2,0.9815,0.4947,1.98
15,0.9,3,0.8374,0.3284,1.1
15,1.0,2,0.97,0.4933,0.64
15,1.1,2,0.97,0.4929,0.4
15,1.2,2,0.97,0.4925,0.14
15,1.3,2,0.97,0.4925,0.1
15,1.4,2,0.97,0.4925,0.08
15,1.5,2,0.97,0.4925,0.08
15,1.6,2,0.97,0.4924,0.06
15,1.7,2,0.97,0.4924,0.04
15,1.8,2,0.97,0.4924,0.02
15,1.9,2,0.97,0.4924,0.02
15,2.0,2,0.97,0.4924,0.02
15,2.1,2,0.97,0.4924,0.0
15,2.2,2,0.97,0.4924,0.0
15,2.3,2,0.97,0.4924,0.0
15,2.4,2,0.97,0.4924,0.0
15,2.5,2,0.97,0.4924,0.0
15,2.6,2,0.97,0.4924,0.0
15,2.8,2,0.97,0.4924,0.0
15,3.0,2,0.97,0.4924,0.0
15,3.25,2,0.97,0.4924,0.0
15,3.5,2,0.97,0.4924,0.0
15,3.75,2,0.97,0.4924,0.0
