minPts,epsilon,n_clusters,DCSI,Balance,Noise%
10,3.0,2,0.9921,0.4949,0.0
10,3.25,2,0.9921,0.4949,0.0
10,3.5,2,0.9921,0.4949,0.0
10,3.75,2,0.9921,0.4949,0.0
15,0.01,0,0.0,0.0,100.0
15,0.05,0,0.0,0.0,100.0
15,0.1,1,0.0,0.0,99.68
15,0.2,13,0.8973,0.1197,75.6
15,0.3,15,0.8924,0.1272,50.14
15,0.4,1,0.0,1.0,21.04
15,0.5,5,0.7039,0.1825,10.2
15,0.6,1,0.0,1.0,6.64
15,0.7,1,0.0,1.0,3.86
15,0.8,2,0.9934,0.4975,2.24
15,0.9,2,0.9921,0.4967,1.6
15,1.0,2,0.9921,0.4961,1.14
15,1.1,2,0.9921,0.4957,0.56
15,1.2,2,0.9921,0.4957,0.36
15,1.3,2,0.9921,0.4955,0.22
15,1.4,2,0.9921,0.4949,0.1
15,1.5,2,0.9921,0.4949,0.08
15,1.6,2,0.9921,0.4949,0.06
15,1.7,2,0.9921,0.4949,0.04
15,1.8,2,0.9921,0.4949,0.04
15,1.9,2,0.9921,0.4949,0.02
15,2.0,2,0.9921,0.4949,0.0
15,2.1,2,0.9921,0.4949,0.0
15,2.2,2,0.9921,0.4949,0.0
15,2.3,2,0.9921,0.4949,0.0
15,2.4,2,0.9921,0.4949,0.0
15,2.5,2,0.9921,0.4949,0.0
15,2.6,2,0.9921,0.4949,0.0
15,2.8,2,0.9921,0.4949,0.0
15,3.0,2,0.9921,0.4949,0.0
15,3.25,2,0.9921,0.4949,0.0
15,3.5,2,0.9921,0.4949,0.0
15,3.75,2,0.9921,0.4949,0.0
