minPts,epsilon,n_clusters,DCSI,Balance,Noise%
10,3.0,2,0.9697,0.4942,0.0
10,3.25,2,0.9697,0.4942,0.0
10,3.5,2,0.9697,0.4942,0.0
10,3.75,2,0.9697,0.4942,0.0
15,0.01,0,0.0,0.0,100.0
15,0.05,0,0.0,0.0,100.0
15,0.1,2,0.9,0.0,97.8
15,0.2,13,0.8909,0.026,75.42
15,0.3,21,0.9181,0.0527,49.7
15,0.4,1,0.0,1.0,19.98
15,0.5,3,0.7315,0.3171,9.98
15,0.6,1,0.0,1.0,5.92
15,0.7,2,0.9905,0.498,3.48
15,0.8,2,0.9905,0.4973,2.32
15,0.9,2,0.9905,0.4968,1.76
15,1.0,2,0.9905,0.4964,1.02
15,1.1,2,0.9905,0.4961,0.68
15,1.2,2,0.99,0.4956,0.44
15,1.3,2,0.99,0.4956,0.36
15,1.4,2,0.9884,0.4948,0.18
15,1.5,2,0.9697,0.4944,0.06
15,1.6,2,0.9697,0.4943,0.04
15,1.7,2,0.9697,0.4942,0.02
15,1.8,2,0.9697,0.4942,0.02
15,1.9,2,0.9697,0.4942,0.02
15,2.0,2,0.9697,0.4942,0.0
15,2.1,2,0.9697,0.4942,0.0
15,2.2,2,0.9697,0.4942,0.0
15,2.3,2,0.9697,0.4942,0.0
15,2.4,2,0.9697,0.4942,0.0
15,2.5,2,0.9697,0.4942,0.0
15,2.6,2,0.9697,0.4942,0.0
15,2.8,2,0.9697,0.4942,0.0
15,3.0,2,0.9697,0.4942,0.0
15,3.25,2,0.9697,0.4942,0.0
15,3.5,2,0.9697,0.4942,0.0
15,3.75,2,0.9697,0.4942,0.0
